probe,symbol,logFC,AveExpr,t,P.Value,adj.P.Val,direction
8141395,MCM7,-1.6275000000000013,10.965783333333334,-23.658094400733543,6.124209011681295e-08,1.6493320423938315e-05,Down
8136709,MGAM2,1.665496666666666,9.556951666666667,23.64806682823399,6.1422102068305e-08,1.6493320423938315e-05,Up
7919217,NUDT17,1.51164666666667,9.461876666666667,23.580051010392157,6.265916379520703e-08,1.660741504617434e-05,Up
7898549,MRTO4,-1.458936666666666,9.803398333333332,-23.557927810536224,6.306764780394877e-08,1.660741504617434e-05,Down
8124391,HIST1H2AB,-1.7159466666666658,8.827636666666667,-23.538283212773745,6.343291578281641e-08,1.660741504617434e-05,Down
8102560,MAD2L1,-1.6907366666666648,9.955731666666665,-23.511751250232034,6.39300850332523e-08,1.660741504617434e-05,Down
8066214,TGM2,-1.6165999999999958,11.448099999999998,-23.490008552359495,6.43408277309214e-08,1.660741504617434e-05,Down
8150076,DUSP4,-1.7157733333333356,9.60328,-23.45501690201306,6.500819724319303e-08,1.66505995662046e-05,Down
7932326,CUBN,1.5337999999999985,7.4955566666666655,23.395577847263507,6.616002377880198e-08,1.6703579709050324e-05,Up
8161865,PRUNE2,3.8390699999999973,8.138388333333333,23.392599258799354,6.621835365332141e-08,1.6703579709050324e-05,Up
7947165,SLC5A12,1.71844,8.350670000000001,23.362721807031768,6.680670395420235e-08,1.6725284372654707e-05,Up
8097829,FHDC1,2.0235733333333306,8.638816666666667,23.309669370655296,6.78661823548924e-08,1.681374835058907e-05,Up
8008609,ANKFN1,2.098413333333333,7.655186666666666,23.288611503092127,6.829202267936455e-08,1.681374835058907e-05,Up
7972932,GAS6-AS1,2.124609999999996,8.520115,23.261232667399085,6.885025552765969e-08,1.681374835058907e-05,Up
8041048,,1.6366300000000014,10.144785,23.245183200944513,6.917991182481012e-08,1.681374835058907e-05,Up
7912157,ERRFI1,-1.4690666666666665,11.468833333333334,-23.163175910814438,7.089271672454414e-08,1.6980895970110048e-05,Down
8103853,LOC90768,1.517943333333335,9.653861666666666,23.13880932020921,7.141092711282065e-08,1.6980895970110048e-05,Up
8052689,SPRED2,-1.4048166666666664,10.094325,-23.121393024693543,7.178397336496655e-08,1.6980895970110048e-05,Down
8078227,KAT2B,1.8246000000000049,11.213866666666666,23.115645512321716,7.190756920399786e-08,1.6980895970110048e-05,Up
8139840,ERV3-1,1.8475433333333307,10.261295,23.003189033203217,7.437540811004548e-08,1.7048184784812987e-05,Up
7948229,,-1.450733333333337,12.339233333333334,-23.000497690648782,7.443564237773219e-08,1.7048184784812987e-05,Down
8081431,ALCAM,1.4251999999999978,10.9208,22.974387693119727,7.502290256189785e-08,1.7048184784812987e-05,Up
7920664,THBS3,2.0951033333333307,9.135815000000001,22.971584259969497,7.508627048057943e-08,1.7048184784812987e-05,Up
7926821,MASTL,-1.4089933333333335,10.324736666666666,-22.968073300948078,7.516571725694581e-08,1.7048184784812987e-05,Down
7910997,EXO1,-2.5979966666666656,9.278668333333334,-22.95826036394889,7.538827584548217e-08,1.7048184784812987e-05,Down
7983228,,1.6307266666666702,8.906313333333332,22.941220247786926,7.57765368697577e-08,1.7048184784812987e-05,Up
8008321,,1.5171899999999983,8.709525000000001,22.806814711068377,7.892025130523685e-08,1.7618868928293172e-05,Up
8129134,,1.6265566666666678,6.906804999999999,22.788027549579613,7.937142503060263e-08,1.7618868928293172e-05,Up
8103415,FAM198B,2.873266666666668,9.0666,22.68470904383844,8.190584747553962e-08,1.8061053002602933e-05,Up
7899627,TINAGL1,-1.8413866666666623,9.701306666666666,-22.637483956384706,8.309495220914235e-08,1.8202714629656662e-05,Down
8097586,GAB1,1.5277566666666662,9.732655,22.614059326036767,8.369207433722625e-08,1.821369280527204e-05,Up
8123876,LINC00518,2.9142433333333364,7.391518333333333,22.5497921601217,8.535562814296415e-08,1.8421922554795756e-05,Up
8085716,SATB1,1.7550066666666655,9.091373333333333,22.534560385327296,8.575541328027577e-08,1.8421922554795756e-05,Up
7938746,MRGPRX4,-2.9360400000000015,7.644736666666667,-22.396801231654464,8.94698484540849e-08,1.885654486186489e-05,Down
